relative_path,labels,confidences,num_labels
000000009379.jpg,"[""crane"", ""pier"", ""pole"", ""steel_arch_bridge"", ""dock, dockage, docking_facility""]","[0.3121755123138428, 0.2083108127117157, 0.17059668898582458, 0.11208241432905197, 0.06604782491922379]",5
000000009395.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""football_helmet"", ""soccer_ball"", ""racket, racquet""]","[0.9498029947280884, 0.0492277592420578, 0.0002751500578597188, 0.00013996553025208414, 0.00010587827273411676]",5
000000009400.jpg,"[""laptop, laptop_computer"", ""notebook, notebook_computer"", ""desktop_computer"", ""desk"", ""monitor""]","[0.8704475164413452, 0.11981678754091263, 0.0024737112689763308, 0.0015136759029701352, 0.0014200859004631639]",5
000000009408.jpg,"[""ski"", ""snowmobile"", ""alp"", ""dogsled, dog_sled, dog_sleigh"", ""ski_mask""]","[0.9869775176048279, 0.006409015506505966, 0.004029925912618637, 0.0010898085311055183, 0.0006231776787899435]",5
000000009409.jpg,"[""steam_locomotive"", ""electric_locomotive"", ""beacon, lighthouse, beacon_light, pharos"", ""passenger_car, coach, carriage"", ""dock, dockage, docking_facility""]","[0.4380737245082855, 0.12848858535289764, 0.10487622022628784, 0.06619350612163544, 0.060848966240882874]",5
000000009420.jpg,"[""military_uniform"", ""pickelhaube"", ""academic_gown, academic_robe, judge's_robe"", ""ballplayer, baseball_player"", ""mortarboard""]","[0.859977126121521, 0.04631701856851578, 0.03795377537608147, 0.01708897389471531, 0.01569405198097229]",5
000000009429.jpg,"[""ski"", ""stage"", ""accordion, piano_accordion, squeeze_box"", ""snowmobile"", ""chain_saw, chainsaw""]","[0.5300299525260925, 0.20009960234165192, 0.051645997911691666, 0.033683959394693375, 0.02098149061203003]",5
000000009446.jpg,"[""park_bench"", ""patio, terrace"", ""lakeside, lakeshore"", ""dock, dockage, docking_facility"", ""pier""]","[0.2362133264541626, 0.1453627198934555, 0.11115306615829468, 0.07974081486463547, 0.07935898751020432]",5
000000009448.jpg,"[""umbrella"", ""parachute, chute"", ""balloon"", ""mountain_tent"", ""pinwheel""]","[0.9999780654907227, 1.4122627362667117e-05, 3.4563206554594217e-06, 8.18043929484702e-07, 6.154102720756782e-07]",5
000000009450.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""knee_pad"", ""football_helmet"", ""soccer_ball""]","[0.9764083027839661, 0.015291702933609486, 0.0038196060340851545, 0.0011254000710323453, 0.0006077050347812474]",5
000000009451.jpg,"[""unicycle, monocycle"", ""knee_pad"", ""crash_helmet"", ""parking_meter"", ""water_bottle""]","[0.36364200711250305, 0.17964403331279755, 0.08297973871231079, 0.04048647731542587, 0.022735904902219772]",5
000000009460.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""football_helmet"", ""scoreboard"", ""chain_mail, ring_mail, mail, chain_armor, chain_armour, ring_armor, ring_armour""]","[0.9393050074577332, 0.05706484615802765, 0.00033104722388088703, 0.00031013990519568324, 0.00017910278984345496]",5
000000009483.jpg,"[""television, television_system"", ""notebook, notebook_computer"", ""laptop, laptop_computer"", ""screen, CRT_screen"", ""monitor""]","[0.33580678701400757, 0.09007338434457779, 0.08930852264165878, 0.08342716842889786, 0.06112365052103996]",5
000000009590.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""dining_table, board"", ""laptop, laptop_computer"", ""barbershop"", ""sax, saxophone""]","[0.397286981344223, 0.15363797545433044, 0.037116602063179016, 0.03351841866970062, 0.026928994804620743]",5
000000009769.jpg,"[""snowplow, snowplough"", ""pickup, pickup_truck"", ""shovel"", ""mobile_home, manufactured_home"", ""tow_truck, tow_car, wrecker""]","[0.9110091924667358, 0.03796562924981117, 0.00884438306093216, 0.006342038046568632, 0.005971462000161409]",5
000000009772.jpg,"[""bathtub, bathing_tub, bath, tub"", ""tub, vat"", ""washbasin, handbasin, washbowl, lavabo, wash-hand_basin"", ""restaurant, eating_house, eating_place, eatery"", ""altar""]","[0.4888935685157776, 0.24073906242847443, 0.14883248507976532, 0.07999011874198914, 0.011521833948791027]",5
000000009891.jpg,"[""minivan"", ""tow_truck, tow_car, wrecker"", ""shopping_cart"", ""stretcher"", ""fire_engine, fire_truck""]","[0.26437246799468994, 0.1605108082294464, 0.10879665613174438, 0.09509487450122833, 0.062411095947027206]",5
000000010707.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""studio_couch, day_bed"", ""pool_table, billiard_table, snooker_table"", ""stage"", ""window_shade""]","[0.4387463927268982, 0.04471061751246452, 0.03430657833814621, 0.02232079952955246, 0.022038601338863373]",5
000000010764.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""football_helmet"", ""racket, racquet"", ""tennis_ball""]","[0.7330242395401001, 0.2663678526878357, 0.0001276947295991704, 0.0001274557871511206, 6.693268369417638e-05]",5
000000011051.jpg,"[""groom, bridegroom"", ""gown"", ""bow_tie, bow-tie, bowtie"", ""suit, suit_of_clothes"", ""hair_spray""]","[0.9567548036575317, 0.033397141844034195, 0.004126527812331915, 0.0027891919016838074, 0.000213984603760764]",5
000000011149.jpg,"[""moped"", ""bicycle-built-for-two, tandem_bicycle, tandem"", ""mountain_bike, all-terrain_bike, off-roader"", ""tricycle, trike, velocipede"", ""unicycle, monocycle""]","[0.33221131563186646, 0.3077692985534668, 0.16318386793136597, 0.08805670589208603, 0.07881414890289307]",5
000000011197.jpg,"[""traffic_light, traffic_signal, stoplight"", ""ashcan, trash_can, garbage_can, wastebin, ash_bin, ash-bin, ashbin, dustbin, trash_barrel, trash_bin"", ""mailbox, letter_box"", ""street_sign"", ""cab, hack, taxi, taxicab""]","[0.7099074125289917, 0.12111679464578629, 0.042177971452474594, 0.027516674250364304, 0.02269447222352028]",5
000000011511.jpg,"[""fountain"", ""chain_mail, ring_mail, mail, chain_armor, chain_armour, ring_armor, ring_armour"", ""kimono"", ""perfume, essence"", ""fur_coat""]","[0.6906335353851318, 0.04005211591720581, 0.018232688307762146, 0.0168012585490942, 0.013127109967172146]",5
000000011699.jpg,"[""groom, bridegroom"", ""limousine, limo"", ""gown"", ""miniskirt, mini"", ""cellular_telephone, cellular_phone, cellphone, cell, mobile_phone""]","[0.1967744082212448, 0.06957346200942993, 0.06577259302139282, 0.054461803287267685, 0.048411160707473755]",5
000000012120.jpg,"[""ping-pong_ball"", ""racket, racquet"", ""knee_pad"", ""soccer_ball"", ""tennis_ball""]","[0.8481564521789551, 0.1240830048918724, 0.006088643334805965, 0.00468866154551506, 0.004493639338761568]",5
000000012280.jpg,"[""turnstile"", ""sliding_door"", ""gas_pump, gasoline_pump, petrol_pump, island_dispenser"", ""cash_machine, cash_dispenser, automated_teller_machine, automatic_teller_machine, automated_teller, automatic_teller, ATM"", ""ashcan, trash_can, garbage_can, wastebin, ash_bin, ash-bin, ashbin, dustbin, trash_barrel, trash_bin""]","[0.7529760599136353, 0.19222864508628845, 0.006639782804995775, 0.0061765699647367, 0.0045480974949896336]",5
000000012576.jpg,"[""pizza, pizza_pie"", ""meat_loaf, meatloaf"", ""restaurant, eating_house, eating_place, eatery"", ""menu"", ""plate""]","[0.955051600933075, 0.013618857599794865, 0.0063121262937784195, 0.0037113975267857313, 0.003670244012027979]",5
000000012639.jpg,"[""ballplayer, baseball_player"", ""unicycle, monocycle"", ""shield, buckler"", ""baseball"", ""football_helmet""]","[0.47223544120788574, 0.054933998733758926, 0.05092201009392738, 0.04543594643473625, 0.037734851241111755]",5
000000012670.jpg,"[""stage"", ""mortarboard"", ""maypole"", ""bubble"", ""wig""]","[0.10823915153741837, 0.06515123695135117, 0.051866743713617325, 0.032866984605789185, 0.03141989931464195]",5
000000012748.jpg,"[""sorrel"", ""ox"", ""llama"", ""worm_fence, snake_fence, snake-rail_fence, Virginia_fence"", ""wallaby, brush_kangaroo""]","[0.8378140926361084, 0.04656558483839035, 0.021853132173419, 0.011731178499758244, 0.010960103012621403]",5
000000013177.jpg,"[""moped"", ""motor_scooter, scooter"", ""mountain_bike, all-terrain_bike, off-roader"", ""disk_brake, disc_brake"", ""crash_helmet""]","[0.9364210963249207, 0.027988728135824203, 0.00866318866610527, 0.007289196830242872, 0.0028633775655180216]",5
000000013201.jpg,"[""unicycle, monocycle"", ""racket, racquet"", ""knee_pad"", ""bannister, banister, balustrade, balusters, handrail"", ""crash_helmet""]","[0.800195038318634, 0.03284671530127525, 0.02404123544692993, 0.01181475818157196, 0.010015452280640602]",5
000000013291.jpg,"[""soccer_ball"", ""rugby_ball"", ""football_helmet"", ""baseball"", ""racket, racquet""]","[0.6715840697288513, 0.2819959819316864, 0.015545081347227097, 0.0054365117102861404, 0.0053192321211099625]",5
000000013348.jpg,"[""airliner"", ""wing"", ""aircraft_carrier, carrier, flattop, attack_aircraft_carrier"", ""warplane, military_plane"", ""projectile, missile""]","[0.7165201306343079, 0.14932742714881897, 0.08814562112092972, 0.03191506490111351, 0.0033151227980852127]",5
000000013546.jpg,"[""unicycle, monocycle"", ""shopping_cart"", ""miniskirt, mini"", ""accordion, piano_accordion, squeeze_box"", ""umbrella""]","[0.22425538301467896, 0.10714948177337646, 0.03816291689872742, 0.0331963486969471, 0.027006065472960472]",5
000000013659.jpg,"[""barbershop"", ""barber_chair"", ""accordion, piano_accordion, squeeze_box"", ""laptop, laptop_computer"", ""restaurant, eating_house, eating_place, eatery""]","[0.6620488166809082, 0.09945398569107056, 0.03844647854566574, 0.02806914411485195, 0.016667921096086502]",5
000000013729.jpg,"[""doormat, welcome_mat"", ""suit, suit_of_clothes"", ""sarong"", ""jean, blue_jean, denim"", ""prayer_rug, prayer_mat""]","[0.11793174594640732, 0.06928299367427826, 0.059913672506809235, 0.04643360152840614, 0.0330917164683342]",5
000000014226.jpg,"[""notebook, notebook_computer"", ""laptop, laptop_computer"", ""web_site, website, internet_site, site"", ""monitor"", ""iPod""]","[0.8059201240539551, 0.19190828502178192, 0.00037525201332755387, 0.00026197038823738694, 0.00014700827887281775]",5
000000014439.jpg,"[""maypole"", ""parachute, chute"", ""pinwheel"", ""umbrella"", ""flagpole, flagstaff""]","[0.7878975868225098, 0.1787833571434021, 0.005557319149374962, 0.005516176111996174, 0.003699936205521226]",5
000000014473.jpg,"[""passenger_car, coach, carriage"", ""electric_locomotive"", ""suspension_bridge"", ""trailer_truck, tractor_trailer, trucking_rig, rig, articulated_lorry, semi"", ""freight_car""]","[0.19388803839683533, 0.151213139295578, 0.09205812960863113, 0.08819872885942459, 0.07269401103258133]",5
000000015335.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""wok"", ""steel_drum"", ""pool_table, billiard_table, snooker_table"", ""laptop, laptop_computer""]","[0.7117995619773865, 0.028501849621534348, 0.013143068179488182, 0.010007285512983799, 0.009302586317062378]",5
000000015597.jpg,"[""bikini, two-piece"", ""umbrella"", ""mountain_tent"", ""swimming_trunks, bathing_trunks"", ""Arabian_camel, dromedary, Camelus_dromedarius""]","[0.12008941918611526, 0.07541219145059586, 0.05649305507540703, 0.04861810430884361, 0.04743049293756485]",5
000000015660.jpg,"[""parachute, chute"", ""seashore, coast, seacoast, sea-coast"", ""sandbar, sand_bar"", ""paddle, boat_paddle"", ""breakwater, groin, groyne, mole, bulwark, seawall, jetty""]","[0.7324197888374329, 0.20322683453559875, 0.029408199712634087, 0.01238331664353609, 0.005680498201400042]",5
000000015956.jpg,"[""Italian_greyhound"", ""Weimaraner"", ""sorrel"", ""Mexican_hairless"", ""Arabian_camel, dromedary, Camelus_dromedarius""]","[0.4957156777381897, 0.203372061252594, 0.05091540887951851, 0.04459008201956749, 0.03987179696559906]",5
000000016228.jpg,"[""school_bus"", ""horse_cart, horse-cart"", ""slot, one-armed_bandit"", ""tractor"", ""streetcar, tram, tramcar, trolley, trolley_car""]","[0.11931532621383667, 0.11125867068767548, 0.07004797458648682, 0.05923086777329445, 0.05341997370123863]",5
000000016249.jpg,"[""accordion, piano_accordion, squeeze_box"", ""cello, violoncello"", ""bassoon"", ""sax, saxophone"", ""harp""]","[0.15687745809555054, 0.15601450204849243, 0.1325676143169403, 0.08273154497146606, 0.06764250248670578]",5
000000016451.jpg,"[""seashore, coast, seacoast, sea-coast"", ""sandbar, sand_bar"", ""bucket, pail"", ""drum, membranophone, tympan"", ""folding_chair""]","[0.39283496141433716, 0.36275485157966614, 0.0747828409075737, 0.020680317655205727, 0.018768902868032455]",5
000000016598.jpg,"[""iPod"", ""cellular_telephone, cellular_phone, cellphone, cell, mobile_phone"", ""wool, woolen, woollen"", ""hair_spray"", ""cardigan""]","[0.2427816241979599, 0.1322384774684906, 0.09226356446743011, 0.06470359116792679, 0.034290339797735214]",5
000000017207.jpg,"[""garbage_truck, dustcart"", ""minibus"", ""moving_van"", ""trolleybus, trolley_coach, trackless_trolley"", ""police_van, police_wagon, paddy_wagon, patrol_wagon, wagon, black_Maria""]","[0.447858065366745, 0.12136445194482803, 0.09195398539304733, 0.08988506346940994, 0.07814378291368484]",5
000000017379.jpg,"[""home_theater, home_theatre"", ""television, television_system"", ""washbasin, handbasin, washbowl, lavabo, wash-hand_basin"", ""screen, CRT_screen"", ""entertainment_center""]","[0.5786582231521606, 0.18790188431739807, 0.18414683640003204, 0.013665401376783848, 0.010170082561671734]",5
000000017627.jpg,"[""garbage_truck, dustcart"", ""tow_truck, tow_car, wrecker"", ""trailer_truck, tractor_trailer, trucking_rig, rig, articulated_lorry, semi"", ""moving_van"", ""forklift""]","[0.3790455460548401, 0.2817652225494385, 0.09060417115688324, 0.08715719729661942, 0.06368643790483475]",5
000000017899.jpg,"[""jigsaw_puzzle"", ""bakery, bakeshop, bakehouse"", ""dining_table, board"", ""confectionery, confectionary, candy_store"", ""tray""]","[0.44813233613967896, 0.395008385181427, 0.046754390001297, 0.01763283461332321, 0.006870618090033531]",5
000000017905.jpg,"[""traffic_light, traffic_signal, stoplight"", ""mailbox, letter_box"", ""parking_meter"", ""street_sign"", ""garbage_truck, dustcart""]","[0.9930179119110107, 0.003522523446008563, 0.0012529031373560429, 0.0004451487911865115, 0.0002251534751849249]",5
000000017959.jpg,"[""parachute, chute"", ""flagpole, flagstaff"", ""handkerchief, hankie, hanky, hankey"", ""pirate, pirate_ship"", ""barn""]","[0.58919757604599, 0.2065083235502243, 0.01238806452602148, 0.010625864379107952, 0.009055275470018387]",5
000000018150.jpg,"[""jigsaw_puzzle"", ""American_lobster, Northern_lobster, Maine_lobster, Homarus_americanus"", ""crayfish, crawfish, crawdad, crawdaddy"", ""Dungeness_crab, Cancer_magister"", ""king_crab, Alaska_crab, Alaskan_king_crab, Alaska_king_crab, Paralithodes_camtschatica""]","[0.48902010917663574, 0.08876311779022217, 0.056177809834480286, 0.026231810450553894, 0.022980406880378723]",5
000000018380.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""plate"", ""dining_table, board"", ""pizza, pizza_pie"", ""grocery_store, grocery, food_market, market""]","[0.4944995939731598, 0.18392443656921387, 0.06763279438018799, 0.032927848398685455, 0.02886664867401123]",5
000000018491.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""racket, racquet"", ""tennis_ball"", ""scoreboard""]","[0.969755232334137, 0.02765910141170025, 0.002569411648437381, 8.271557817352004e-06, 3.2968637242447585e-06]",5
000000018770.jpg,"[""suit, suit_of_clothes"", ""groom, bridegroom"", ""Windsor_tie"", ""bow_tie, bow-tie, bowtie"", ""Loafer""]","[0.7648623585700989, 0.16629742085933685, 0.0435418039560318, 0.01231682300567627, 0.0018179732142016292]",5
000000018837.jpg,"[""garbage_truck, dustcart"", ""tow_truck, tow_car, wrecker"", ""forklift"", ""police_van, police_wagon, paddy_wagon, patrol_wagon, wagon, black_Maria"", ""harvester, reaper""]","[0.3920636475086212, 0.1633477807044983, 0.04754287749528885, 0.04032693803310394, 0.029321756213903427]",5
000000019109.jpg,"[""motor_scooter, scooter"", ""military_uniform"", ""moped"", ""shoe_shop, shoe-shop, shoe_store"", ""crash_helmet""]","[0.8433746099472046, 0.030153794214129448, 0.025741754099726677, 0.021516021341085434, 0.00886345375329256]",5
000000019221.jpg,"[""broccoli"", ""cauliflower"", ""pot, flowerpot"", ""zucchini, courgette"", ""cucumber, cuke""]","[0.9734480977058411, 0.006780245341360569, 0.004635942634195089, 0.0009540932369418442, 0.0008323988295160234]",5
000000019402.jpg,"[""cloak"", ""sweatshirt"", ""wig"", ""fur_coat"", ""sleeping_bag""]","[0.47379976511001587, 0.21014393866062164, 0.059083230793476105, 0.049648795276880264, 0.03055483102798462]",5
000000019432.jpg,"[""racket, racquet"", ""tennis_ball"", ""ping-pong_ball"", ""basketball"", ""ballplayer, baseball_player""]","[0.7850971221923828, 0.20129609107971191, 0.013190514408051968, 0.00011880619422299787, 4.179946699878201e-05]",5
000000019924.jpg,"[""cowboy_hat, ten-gallon_hat"", ""sombrero"", ""bonnet, poke_bonnet"", ""sunglass"", ""stethoscope""]","[0.6927851438522339, 0.2175702005624771, 0.009351871907711029, 0.00642061373218894, 0.00522974319756031]",5
000000020571.jpg,"[""dock, dockage, docking_facility"", ""lifeboat"", ""pirate, pirate_ship"", ""liner, ocean_liner"", ""schooner""]","[0.9132174253463745, 0.03829821199178696, 0.03391195833683014, 0.003162725828588009, 0.0023024750407785177]",5
000000021167.jpg,"[""suit, suit_of_clothes"", ""groom, bridegroom"", ""bow_tie, bow-tie, bowtie"", ""Windsor_tie"", ""gown""]","[0.4527297616004944, 0.44310349225997925, 0.04230811446905136, 0.027210921049118042, 0.016935668885707855]",5
000000021604.jpg,"[""suit, suit_of_clothes"", ""bow_tie, bow-tie, bowtie"", ""Windsor_tie"", ""microphone, mike"", ""stage""]","[0.6685651540756226, 0.09770216792821884, 0.0685977190732956, 0.04677498713135719, 0.03476691618561745]",5
000000021839.jpg,"[""palace"", ""planetarium"", ""unicycle, monocycle"", ""cinema, movie_theater, movie_theatre, movie_house, picture_palace"", ""fountain""]","[0.45935922861099243, 0.11187196522951126, 0.09968914091587067, 0.05024334043264389, 0.04913565143942833]",5
000000021879.jpg,"[""paddle, boat_paddle"", ""swimming_trunks, bathing_trunks"", ""bikini, two-piece"", ""canoe"", ""maillot, tank_suit""]","[0.3407127559185028, 0.24802134931087494, 0.19643601775169373, 0.03974226862192154, 0.03595205023884773]",5
000000021903.jpg,"[""Indian_elephant, Elephas_maximus"", ""African_elephant, Loxodonta_africana"", ""tusker"", ""chain_mail, ring_mail, mail, chain_armor, chain_armour, ring_armor, ring_armour"", ""Arabian_camel, dromedary, Camelus_dromedarius""]","[0.8546664118766785, 0.08108879625797272, 0.06326190382242203, 0.00023573980433866382, 0.00018401451234240085]",5
000000022371.jpg,"[""notebook, notebook_computer"", ""laptop, laptop_computer"", ""hand-held_computer, hand-held_microcomputer"", ""mouse, computer_mouse"", ""desktop_computer""]","[0.9670981168746948, 0.02992650493979454, 0.0007366002537310123, 0.0005309369880706072, 0.0003055892011616379]",5
000000022479.jpg,"[""unicycle, monocycle"", ""standard_poodle"", ""toy_poodle"", ""Kerry_blue_terrier"", ""water_bottle""]","[0.12562263011932373, 0.09986309707164764, 0.05453414097428322, 0.05239580571651459, 0.052333105355501175]",5
000000022705.jpg,"[""miniskirt, mini"", ""dishwasher, dish_washer, dishwashing_machine"", ""doormat, welcome_mat"", ""swab, swob, mop"", ""refrigerator, icebox""]","[0.49703437089920044, 0.20923422276973724, 0.06951820105314255, 0.02266591042280197, 0.01966157741844654]",5
000000022935.jpg,"[""rugby_ball"", ""soccer_ball"", ""volleyball"", ""maillot"", ""knee_pad""]","[0.7527490854263306, 0.21655884385108948, 0.024616997689008713, 0.0022440606262534857, 0.0008092520874924958]",5
000000023034.jpg,"[""dogsled, dog_sled, dog_sleigh"", ""horse_cart, horse-cart"", ""bloodhound, sleuthhound"", ""malinois"", ""Leonberg""]","[0.2776171863079071, 0.14934279024600983, 0.08348595350980759, 0.047034017741680145, 0.042820628732442856]",5
000000023126.jpg,"[""cowboy_hat, ten-gallon_hat"", ""horse_cart, horse-cart"", ""sax, saxophone"", ""tripod"", ""plow, plough""]","[0.13326852023601532, 0.10591226816177368, 0.09600380808115005, 0.05133095756173134, 0.0467013455927372]",5
000000023359.jpg,"[""ski"", ""alp"", ""shovel"", ""snowmobile"", ""chain_saw, chainsaw""]","[0.9843745827674866, 0.0030567029025405645, 0.003002041019499302, 0.002281226683408022, 0.001841297373175621]",5
000000023899.jpg,"[""barbershop"", ""cornet, horn, trumpet, trump"", ""hair_spray"", ""electric_guitar"", ""cellular_telephone, cellular_phone, cellphone, cell, mobile_phone""]","[0.17674167454242706, 0.05938943848013878, 0.03431344032287598, 0.03232961148023605, 0.030341994017362595]",5
000000024021.jpg,"[""military_uniform"", ""pickelhaube"", ""airship, dirigible"", ""bearskin, busby, shako"", ""academic_gown, academic_robe, judge's_robe""]","[0.9221640229225159, 0.028821568936109543, 0.012134593911468983, 0.008614568039774895, 0.007197611033916473]",5
000000024243.jpg,"[""refrigerator, icebox"", ""pay-phone, pay-station"", ""sliding_door"", ""greenhouse, nursery, glasshouse"", ""vending_machine""]","[0.2784164249897003, 0.12298380583524704, 0.08277212828397751, 0.04856492578983307, 0.04332459717988968]",5
000000024567.jpg,"[""Dungeness_crab, Cancer_magister"", ""king_crab, Alaska_crab, Alaskan_king_crab, Alaska_king_crab, Paralithodes_camtschatica"", ""American_lobster, Northern_lobster, Maine_lobster, Homarus_americanus"", ""coho, cohoe, coho_salmon, blue_jack, silver_salmon, Oncorhynchus_kisutch"", ""rock_crab, Cancer_irroratus""]","[0.5841823816299438, 0.29997092485427856, 0.03626815974712372, 0.029816564172506332, 0.024718942120671272]",5
000000025057.jpg,"[""rugby_ball"", ""banjo"", ""racket, racquet"", ""drum, membranophone, tympan"", ""golf_ball""]","[0.31933408975601196, 0.2707296311855316, 0.13848921656608582, 0.045603398233652115, 0.03706797957420349]",5
000000025096.jpg,"[""jigsaw_puzzle"", ""dining_table, board"", ""tray"", ""comic_book"", ""crossword_puzzle, crossword""]","[0.901837170124054, 0.0199056975543499, 0.016388870775699615, 0.005377115216106176, 0.003612465923652053]",5
000000025181.jpg,"[""passenger_car, coach, carriage"", ""bullet_train, bullet"", ""streetcar, tram, tramcar, trolley, trolley_car"", ""electric_locomotive"", ""freight_car""]","[0.9947285056114197, 0.004622790031135082, 0.0004365657805465162, 9.260505612473935e-05, 3.614043816924095e-05]",5
000000025228.jpg,"[""volcano"", ""breakwater, groin, groyne, mole, bulwark, seawall, jetty"", ""mountain_tent"", ""paddle, boat_paddle"", ""hoopskirt, crinoline""]","[0.3553083837032318, 0.09027170389890671, 0.06066899374127388, 0.056780580431222916, 0.04192890599370003]",5
000000025386.jpg,"[""grocery_store, grocery, food_market, market"", ""hotdog, hot_dog, red_hot"", ""groom, bridegroom"", ""restaurant, eating_house, eating_place, eatery"", ""pineapple, ananas""]","[0.28621339797973633, 0.15643614530563354, 0.04368351027369499, 0.04311315342783928, 0.027443841099739075]",5
000000025393.jpg,"[""lab_coat, laboratory_coat"", ""bolo_tie, bolo, bola_tie, bola"", ""crutch"", ""stethoscope"", ""trench_coat""]","[0.3779146373271942, 0.3041777014732361, 0.03563994541764259, 0.03123544156551361, 0.021881628781557083]",5
000000025394.jpg,"[""crossword_puzzle, crossword"", ""water_jug"", ""cocktail_shaker"", ""beer_glass"", ""china_cabinet, china_closet""]","[0.2047673612833023, 0.14024952054023743, 0.10893724113702774, 0.1015680804848671, 0.04335695877671242]",5
000000025424.jpg,"[""racket, racquet"", ""ballplayer, baseball_player"", ""tennis_ball"", ""croquet_ball"", ""soccer_ball""]","[0.9308366775512695, 0.02987322397530079, 0.022323179990053177, 0.004689373541623354, 0.0040229554288089275]",5
000000025560.jpg,"[""television, television_system"", ""entertainment_center"", ""home_theater, home_theatre"", ""monitor"", ""screen, CRT_screen""]","[0.47916901111602783, 0.23887620866298676, 0.20403891801834106, 0.01064060628414154, 0.009403574280440807]",5
000000025603.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""dining_table, board"", ""bakery, bakeshop, bakehouse"", ""plate"", ""bookshop, bookstore, bookstall""]","[0.9433345198631287, 0.02258661948144436, 0.005330119747668505, 0.004185350611805916, 0.003872249275445938]",5
000000026204.jpg,"[""traffic_light, traffic_signal, stoplight"", ""cab, hack, taxi, taxicab"", ""police_van, police_wagon, paddy_wagon, patrol_wagon, wagon, black_Maria"", ""ambulance"", ""parking_meter""]","[0.2895544767379761, 0.16122113168239594, 0.09043358266353607, 0.043798018246889114, 0.03709408640861511]",5
000000026465.jpg,"[""laptop, laptop_computer"", ""notebook, notebook_computer"", ""mouse, computer_mouse"", ""computer_keyboard, keypad"", ""modem""]","[0.6009605526924133, 0.3852854371070862, 0.0016871440457180142, 0.0016140317311510444, 0.0015657239127904177]",5
000000026690.jpg,"[""stage"", ""torch"", ""cornet, horn, trumpet, trump"", ""electric_guitar"", ""pole""]","[0.471068412065506, 0.16602645814418793, 0.035174574702978134, 0.03440326824784279, 0.02521357126533985]",5
000000027696.jpg,"[""pizza, pizza_pie"", ""plate"", ""carbonara"", ""bagel, beigel"", ""pomegranate""]","[0.9982717037200928, 0.00042094269883818924, 0.0003877572889905423, 0.00013563537504523993, 0.00010042251233244315]",5
000000027972.jpg,"[""paddle, boat_paddle"", ""canoe"", ""bathing_cap, swimming_cap"", ""snorkel"", ""catamaran""]","[0.49208560585975647, 0.0825125128030777, 0.07345229387283325, 0.0565565824508667, 0.04774806648492813]",5
000000028993.jpg,"[""ashcan, trash_can, garbage_can, wastebin, ash_bin, ash-bin, ashbin, dustbin, trash_barrel, trash_bin"", ""palace"", ""fountain"", ""altar"", ""church, church_building""]","[0.7363985180854797, 0.11848258972167969, 0.053260959684848785, 0.02168085053563118, 0.01741897687315941]",5
000000029187.jpg,"[""horse_cart, horse-cart"", ""shield, buckler"", ""sorrel"", ""plow, plough"", ""bearskin, busby, shako""]","[0.7818569540977478, 0.044166259467601776, 0.036738499999046326, 0.012793758884072304, 0.01084708608686924]",5
000000029397.jpg,"[""clog, geta, patten, sabot"", ""power_drill"", ""marimba, xylophone"", ""hammer"", ""screwdriver""]","[0.1312764286994934, 0.09915035218000412, 0.09704520553350449, 0.0941551998257637, 0.07245974987745285]",5
000000029984.jpg,"[""umbrella"", ""sandbar, sand_bar"", ""seashore, coast, seacoast, sea-coast"", ""swimming_trunks, bathing_trunks"", ""parachute, chute""]","[0.8933025002479553, 0.07853332906961441, 0.00706756766885519, 0.0025591908488422632, 0.002175217727199197]",5
000000030504.jpg,"[""ski"", ""alp"", ""dogsled, dog_sled, dog_sleigh"", ""ski_mask"", ""Eskimo_dog, husky""]","[0.999255359172821, 0.0005187438218854368, 0.0001525950792711228, 1.9796059859800152e-05, 1.1352460205671377e-05]",5
000000031118.jpg,"[""pier"", ""suspension_bridge"", ""fountain"", ""pirate, pirate_ship"", ""bell_cote, bell_cot""]","[0.5817053318023682, 0.1189328283071518, 0.02806718274950981, 0.02344333752989769, 0.02152165025472641]",5
000000031217.jpg,"[""racket, racquet"", ""unicycle, monocycle"", ""tennis_ball"", ""soccer_ball"", ""maze, labyrinth""]","[0.9541856646537781, 0.015499930828809738, 0.011873004958033562, 0.008257701992988586, 0.0024590797256678343]",5
000000031296.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""dining_table, board"", ""library"", ""marimba, xylophone"", ""grand_piano, grand""]","[0.9257315397262573, 0.012684505432844162, 0.00936469528824091, 0.008116163313388824, 0.007409581448882818]",5
000000031322.jpg,"[""goose"", ""black_swan, Cygnus_atratus"", ""dock, dockage, docking_facility"", ""lakeside, lakeshore"", ""breakwater, groin, groyne, mole, bulwark, seawall, jetty""]","[0.23723839223384857, 0.20786188542842865, 0.10527339577674866, 0.06461898982524872, 0.03698497265577316]",5
